record_id,pmid,pmcid,doi,title,journal,year,icd11_pain_category,musculoskeletal_flag,review_type,provisional_typology,conceptual_problem_flags,psychological_concepts_detected,theoretical_frameworks_detected,stage3_priority,coding_rationale,fulltext_status,retrieval_source,fulltext_word_count,fulltext_checked_utc,manual_retrieval_needed,manual_relevance_priority,manual_relevance_flags,osf_manual_adjudication_required,pubmed_url,cached_xml_path,cached_text_path
pubmed_11092802,11092802.0,,10.1053/berh.2000.0113,The biopsychosocial model--a tool for rheumatologists.,Bailliere's best practice & research. Clinical rheumatology,2000.0,mixed or unspecified chronic pain,yes,narrative or expert review,potential integrative signal,missing_biology,,,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,high,pain_focus_not_explicit,yes,https://pubmed.ncbi.nlm.nih.gov/11092802.0/,,
pubmed_8940956,8940956.0,,,Chronic pelvic pain.,American family physician,1996.0,chronic secondary visceral pain,yes,narrative or expert review,potential integrative signal,none,,,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/8940956.0/,,
pubmed_8842824,8842824.0,,,The biopsychosocial disease consequence model in rehabilitation: model development in the Finnish 'work hardening' programme for chronic pain.,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,1996.0,chronic secondary musculoskeletal pain,yes,narrative or expert review,potential integrative signal,missing_biology,functioning,biopsychosocial disease consequence model,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/8842824.0/,,
pubmed_7866373,7866373.0,,10.1007/BF00433377,Pain and suffering: what is the unit?,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",1994.0,chronic secondary musculoskeletal pain,yes,narrative or expert review,multifactorial signal,missing_biology,anxiety,,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,chronicity_not_explicit,yes,https://pubmed.ncbi.nlm.nih.gov/7866373.0/,,
pubmed_1477890,1477890.0,,10.1016/s0950-3579(05)80126-8,Biopsychosocial analysis of low back pain.,Bailliere's clinical rheumatology,1992.0,chronic secondary musculoskeletal pain,yes,narrative or expert review,pseudo-bps or partial signal,vague_definition | parallel_listing_without_integration | mechanistic_absence | missing_biology,,,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,chronicity_not_explicit,yes,https://pubmed.ncbi.nlm.nih.gov/1477890.0/,,
pubmed_2094850,2094850.0,,,A biopsychosocial approach to TMJ pain--or looking for keys in the dark.,Proceedings of the Finnish Dental Society. Suomen Hammaslaakariseuran toimituksia,1990.0,chronic secondary musculoskeletal pain,yes,narrative or expert review,potential integrative signal,none,,,high,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,chronicity_not_explicit,yes,https://pubmed.ncbi.nlm.nih.gov/2094850.0/,,
pubmed_37575343,37575343.0,PMC10415055,10.1055/s-0043-1770715,Evaluation and Medical Management of Chronic Pelvic Pain.,Seminars in interventional radiology,2023.0,chronic secondary visceral pain,no,systematic review,pseudo-bps or partial signal,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence | missing_biology,,,low,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_low_content_manual_check,stage2_existing_pmcid,8,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/37575343.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10415055.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10415055.txt
pubmed_30520741,30520741.0,,10.1097/ACO.0000000000000675,Pain therapy for the elderly patient: is opioid-free an option?,Current opinion in anaesthesiology,2019.0,mixed or unspecified chronic pain,no,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition,,,low,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/30520741.0/,,
pubmed_27351769,27351769.0,,10.1080/09593985.2016.1194651,Clinical biopsychosocial physiotherapy assessment of patients with chronic pain: The first step in pain neuroscience education.,Physiotherapy theory and practice,2016.0,mixed or unspecified chronic pain,no,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence,,,low,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/27351769.0/,,
pubmed_23314014,23314014.0,,10.1097/SPC.0b013e32835d7ed2,Evidence-based approach to manage persistent wound-related pain.,Current opinion in supportive and palliative care,2013.0,mixed or unspecified chronic pain,no,narrative or expert review,pseudo-bps or partial signal,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,depression,,low,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/23314014.0/,,
pubmed_41271285,41271285.0,,10.1016/j.cger.2025.08.005,Dual Experience and Management of Pain in Older Adults and Their Caregivers.,Clinics in geriatric medicine,2026.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/41271285.0/,,
pubmed_40101218,40101218.0,PMC11921450,10.1097/j.pain.0000000000003406,Chronic pain in European adult populations: a systematic review of prevalence and associated clinical features.,Pain,2025.0,mixed or unspecified chronic pain,unclear,systematic review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,17703,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/40101218.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC11921450.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC11921450.txt
pubmed_41268985,41268985.0,PMC12637014,10.1111/aphw.70093,Existential therapy for treating chronic pain: A scoping review.,Applied psychology. Health and well-being,2025.0,mixed or unspecified chronic pain,unclear,scoping or mapping review,pseudo-bps or partial signal,missing_biology | parallel_listing_without_integration | mechanistic_absence,coping,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,9496,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/41268985.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC12637014.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC12637014.txt
pubmed_39629040,39629040.0,PMC11613041,10.3389/fmolb.2024.1382555,Deciphering pain: molecular mechanisms and neurochemical pathways-challenges and future opportunities.,Frontiers in molecular biosciences,2024.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,18733,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/39629040.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC11613041.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC11613041.txt
pubmed_38470686,38470686.0,PMC10931313,10.3390/healthcare12050575,Etiologic Factors of Temporomandibular Disorders: A Systematic Review of Literature Containing Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) and Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD) from 2018 to 2022.,"Healthcare (Basel, Switzerland)",2024.0,chronic secondary headache or orofacial pain,unclear,systematic review,rhetorical label signal,tokenistic_bps | vague_definition | missing_biology,depression | anxiety | stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,13294,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/38470686.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10931313.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10931313.txt
pubmed_38132273,38132273.0,PMC10743062,10.3390/diagnostics13243689,Clinical Diagnosis and Treatment of Chronic Pain.,"Diagnostics (Basel, Switzerland)",2023.0,mixed or unspecified chronic pain,unclear,narrative or expert review,pseudo-bps or partial signal,vague_definition | parallel_listing_without_integration | mechanistic_absence | missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,4660,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/38132273.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10743062.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10743062.txt
pubmed_36527589,36527589.0,PMC10683048,10.1007/s11916-022-01098-8,"The Experience of BIPOC Living with Chronic Pain in the USA: Biopsychosocial Factors that Underlie Racial Disparities in Pain Outcomes, Comorbidities, Inequities, and Barriers to Treatment.",Current pain and headache reports,2023.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,7863,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/36527589.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10683048.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10683048.txt
pubmed_36706441,36706441.0,PMC10398738,10.1089/jpm.2022.0571,Top Ten Tips Palliative Care Clinicians Should Know About Behavioral Pain Management for Persistent Pain.,Journal of palliative medicine,2023.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_low_content_manual_check,stage2_existing_pmcid,15,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/36706441.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10398738.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC10398738.txt
pubmed_35434749,35434749.0,,10.1007/164_2022_587,Toll-Like Receptor 4 in Pain: Bridging Molecules-to-Cells-to-Systems.,Handbook of experimental pharmacology,2022.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/35434749.0/,,
pubmed_33563380,33563380.0,,10.1016/j.anclin.2020.11.004,"Pain Management in Neurosurgery: Back and Lower Extremity Pain, Trigeminal Neuralgia.",Anesthesiology clinics,2021.0,mixed or unspecified chronic pain,unclear,narrative or expert review,pseudo-bps or partial signal,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/33563380.0/,,
pubmed_31878346,31878346.0,PMC7023333,10.3390/medicina56010006,Acupuncture for the Relief of Chronic Pain: A Synthesis of Systematic Reviews.,"Medicina (Kaunas, Lithuania)",2019.0,mixed or unspecified chronic pain,unclear,systematic review,rhetorical label signal,tokenistic_bps | vague_definition,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,13548,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/31878346.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC7023333.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC7023333.txt
pubmed_29729787,29729787.0,PMC6800257,10.1016/j.hoc.2018.01.014,Key Components of Pain Management for Children and Adults with Sickle Cell Disease.,Hematology/oncology clinics of North America,2018.0,mixed or unspecified chronic pain,unclear,narrative or expert review,pseudo-bps or partial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,psychosocial comorbidities,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,5139,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/29729787.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC6800257.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC6800257.txt
pubmed_29494401,29494401.0,PMC5953782,10.1097/ALN.0000000000002137,Neuroimaging of Pain: Human Evidence and Clinical Relevance of Central Nervous System Processes and Modulation.,Anesthesiology,2018.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,10141,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/29494401.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5953782.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5953782.txt
pubmed_28947182,28947182.0,,10.1016/j.pnpbp.2017.09.022,"Pain, aging and dementia: Towards a biopsychosocial model.",Progress in neuro-psychopharmacology & biological psychiatry,2018.0,mixed or unspecified chronic pain,unclear,systematic review,pseudo-bps or partial signal,missing_social,depression,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/28947182.0/,,
pubmed_27902569,27902569.0,PMC5350021,10.1097/j.pain.0000000000000775,Individual differences in pain: understanding the mosaic that makes pain personal.,Pain,2017.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,catastrophizing | stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,7202,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/27902569.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5350021.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5350021.txt
pubmed_27023418,27023418.0,PMC4912401,10.1097/j.pain.0000000000000572,Acute analgesic effects of nicotine and tobacco in humans: a meta-analysis.,Pain,2016.0,mixed or unspecified chronic pain,unclear,meta-analysis,rhetorical label signal,tokenistic_bps | vague_definition,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,8448,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/27023418.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC4912401.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC4912401.txt
pubmed_27496639,27496639.0,PMC5130409,10.1097/MOH.0000000000000282,Allogeneic stem cell transplantation for sickle cell disease.,Current opinion in hematology,2016.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,2589,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/27496639.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5130409.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC5130409.txt
pubmed_26614718,26614718.0,,10.1016/j.mcna.2015.08.007,Biopsychosocial Approach to Assessing and Managing Patients with Chronic Pain.,The Medical clinics of North America,2016.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,vague_definition | tokenistic_bps | missing_biology,depression,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/26614718.0/,,
pubmed_26889614,26889614.0,,10.1097/AJP.0000000000000342,Chronic Pain Following Motor Vehicle Collision: A Systematic Review of Outcomes Associated With Seeking or Receiving Compensation.,The Clinical journal of pain,2016.0,chronic postsurgical or posttraumatic pain,unclear,systematic review,potential integrative signal,missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/26889614.0/,,
pubmed_26614715,26614715.0,,10.1016/j.mcna.2015.09.005,"Chronic Pain Management: An Overview of Taxonomy, Conditions Commonly Encountered, and Assessment.",The Medical clinics of North America,2016.0,mixed or unspecified chronic pain,unclear,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence,psychological impact,central sensitization,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/26614715.0/,,
pubmed_27344405,27344405.0,,10.1016/j.mayocp.2016.04.029,"Chronic Pain and Mental Health Disorders: Shared Neural Mechanisms, Epidemiology, and Treatment.",Mayo Clinic proceedings,2016.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,fear-avoidance | depression | anxiety | acceptance | substance use | suicide,fear-avoidance model,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/27344405.0/,,
pubmed_27325001,27325001.0,,10.1016/j.nec.2016.02.012,Chronic/Persistent Idiopathic Facial Pain.,Neurosurgery clinics of North America,2016.0,chronic secondary headache or orofacial pain,unclear,systematic review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,depression,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/27325001.0/,,
pubmed_27246519,27246519.0,,10.1016/j.neubiorev.2016.05.033,Reward deficiency and anti-reward in pain chronification.,Neuroscience and biobehavioral reviews,2016.0,mixed or unspecified chronic pain,unclear,systematic review,potential integrative signal,none,depression | anxiety | stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/27246519.0/,,
pubmed_24602442,24602442.0,PMC3950820,10.1016/j.pmn.2012.08.008,Adherence monitoring with chronic opioid therapy for persistent pain: a biopsychosocial-spiritual approach to mitigate risk.,Pain management nursing : official journal of the American Society of Pain Management Nurses,2014.0,mixed or unspecified chronic pain,unclear,systematic review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,depression | anxiety,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,11273,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/24602442.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC3950820.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC3950820.txt
pubmed_26096090,26096090.0,,10.1016/j.berh.2015.04.005,How to investigate: Chronic pain.,Best practice & research. Clinical rheumatology,2014.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition | missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/26096090.0/,,
pubmed_24716562,24716562.0,,10.3928/00904481-20140325-08,"Pediatric IBS: an overview on pathophysiology, diagnosis and treatment.",Pediatric annals,2014.0,chronic secondary visceral pain,unclear,narrative or expert review,potential integrative signal,none,coping,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/24716562.0/,,
pubmed_24080806,24080806.0,PMC4295636,10.1097/MOU.0b013e3283652af1,The importance of psychological assessment in chronic pain.,Current opinion in urology,2013.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_cached,stage2_existing_pmcid,3854,2026-04-07T20:02:14+00:00,no,low,,yes,https://pubmed.ncbi.nlm.nih.gov/24080806.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC4295636.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC4295636.txt
pubmed_22406986,22406986.0,,10.1097/SPC.0b013e328352124f,Medically unexplained symptoms and pain: misunderstanding and myth.,Current opinion in supportive and palliative care,2012.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,depression | stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/22406986.0/,,
pubmed_20425201,20425201.0,,10.1007/s11916-010-0103-0,"Unravelling the mystery of pain, suffering, and relief with brain imaging.",Current pain and headache reports,2010.0,mixed or unspecified chronic pain,unclear,narrative or expert review,pseudo-bps or partial signal,missing_social,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/20425201.0/,,
pubmed_19418887,19418887.0,,10.1891/1541-6577.23.1.42,Early stress response: a vulnerability framework for functional impairment following mild traumatic brain injury.,Research and theory for nursing practice,2009.0,mixed or unspecified chronic pain,unclear,narrative or expert review,multifactorial signal,none,stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/19418887.0/,,
pubmed_18235536,18235536.0,,10.1038/ncprheum0680,Chronic nonmalignant pain: a challenge for patients and clinicians.,Nature clinical practice. Rheumatology,2008.0,mixed or unspecified chronic pain,unclear,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,maladaptive beliefs,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/18235536.0/,,
pubmed_17592957,17592957.0,,10.1037/0033-2909.133.4.581,The biopsychosocial approach to chronic pain: scientific advances and future directions.,Psychological bulletin,2007.0,mixed or unspecified chronic pain,unclear,narrative or expert review,potential integrative signal,none,psychosocial factors,neuroscience,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/17592957.0/,,
pubmed_12421777,12421777.0,PMC1756295,10.1136/emj.19.6.526,Prevention of chronic pain after whiplash.,Emergency medicine journal : EMJ,2002.0,chronic postsurgical or posttraumatic pain,unclear,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,pmc_fulltext_low_content_manual_check,stage2_existing_pmcid,6,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/12421777.0/,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC1756295.xml,review_stages/04_extraction/inputs/fulltext_cache/pmc/PMC1756295.txt
pubmed_11858295,11858295.0,,,Care of the patient with chronic pain: part II.,Clinical excellence for nurse practitioners : the international journal of NPACE,2000.0,mixed or unspecified chronic pain,unclear,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence | missing_biology,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/11858295.0/,,
pubmed_10870733,10870733.0,,10.1097/00002508-200006001-00002,Pain and suffering.,The Clinical journal of pain,2000.0,mixed or unspecified chronic pain,unclear,narrative or expert review,rhetorical label signal,vague_definition | tokenistic_bps,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/10870733.0/,,
pubmed_10711057,10711057.0,,,Care of the patient with chronic pain: Part I.,Clinical excellence for nurse practitioners : the international journal of NPACE,1999.0,mixed or unspecified chronic pain,unclear,narrative or expert review,multifactorial signal,parallel_listing_without_integration | mechanistic_absence,,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/10711057.0/,,
pubmed_10635197,10635197.0,,,From bite to mind: TMD--a personal and literature review.,The International journal of prosthodontics,1999.0,chronic secondary headache or orofacial pain,unclear,narrative or expert review,potential integrative signal,none,stress,,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/10635197.0/,,
pubmed_9927896,9927896.0,,,Psychiatric problems in chronic facial pain.,The Alpha omegan,1998.0,chronic secondary headache or orofacial pain,unclear,narrative or expert review,rhetorical label signal,tokenistic_bps | vague_definition | missing_biology,suffering,biopsychosocial model,medium,Structured Stage 2 output required deterministic field repair for omitted items.,manual_retrieval_required,none,0,2026-04-07T20:02:14+00:00,yes,medium,,yes,https://pubmed.ncbi.nlm.nih.gov/9927896.0/,,
